Character,Line,Episode
Shoko, I like feeling handy.,The Vault
Princess Bubblegum, I want to repay you for your help.,The Vault
Shoko," Oh, yeah? You gonna give me that amulet, maybe?",The Vault
Princess Bubblegum," [laughs] No. No, dude, I made you a thing.",The Vault
Action," [Princess Bubblegum claps, to which a young Peppermint Butler responds by clumsily bringing a gold-colored box.]",The Vault
Princess Bubblegun, That's it. You can do it.,The Vault
Shoko, You made me a man servant?,The Vault
Princess Bubblegum, [to Shoko] No! In the box.,The Vault
Action," [Shoko opens the box, and gasps with a look of surprise on her face. There is a mechanical arm inside.]",The Vault
Shoko," Oh, no...",The Vault
Princess Bubblegum," What do you mean ""Oh, no""? I made you an arm! It's a dang plug 'n' play, girl.",The Vault
Shoko," No, it's awesome... I can't believe it.",The Vault
Princess Bubblegum," That's right, I'm a technical wonder-child.",The Vault
Shoko," Yeah, I know. [She tears up.] I'm sorry, I gotta go to my room for no reason.",The Vault
Princess Bubblegum," Okay! I thought we could do some two-arm stuff, but... uh, it's cool!",The Vault
Action," [Shoko returns to her room, with her tiger lying on the floor. She opens the box, and plugs in her new mechanical arm. She then remembers the Bath Boy leader's threat.]",The Vault
Bath Boy Gang Leader [flashback], Pretend my finger's a knife.,The Vault
Shoko," [sighs] I'm sorry, Princess Bubblegum...",The Vault
Action, [The scene changes to Princess Bubblegum sleeping on her bed.],The Vault
Gumball Guardian," Are you okay, princess?",The Vault
Princess Bubblegum," Ah, jeez, you're so loud!",The Vault
Gumball Guardian, Are you in danger?,The Vault
Princess Bubblegum, No! Don't just guard me! You need to protect everyone!,The Vault
Gumball Guardian, Okay.,The Vault
Action," [The Gumball Guardian walks away, while Princess Bubblegum goes back to sleep. Shoko then sneaks up to her, about to nervously take her amulet. However, she shortly gets interrupted by a Gumball Guardian.]",The Vault
Gumball Guardian," I knew it. Princess, you are getting jacked.",The Vault
Action, [Shoko quickly grabs the amulet and starts running away.],The Vault
Princess Bubblegum," Wha-hut? Whoa, hey!",The Vault
Gumball Guardian, Halt!,The Vault
Action," [The Gumball Guardian fires lasers from his eyes, hitting the area where Shoko was about to drop down from.]",The Vault
Shoko, Ahhhhhhhh!,The Vault
Action, [Shoko falls into the radioactive river.],The Vault
Princess Bubblegum," Get her out of there, quick!",The Vault
Gumball Guardians," Yes, mom.",The Vault
Action," [One of the Gumball Guardians places his hand into the river, which appears to have melted when he pulls it out.]",The Vault
Gumball Guardian, Uhhh...,The Vault
Princess Bubblegum, Alright. Take a break for the night.,The Vault
Action, [Princess Bubblegum frowns and runs away. Shoko's tiger lies down beside the river.],The Vault
Action," [BMO displays an ""END OF SESSION"" message. Finn gasps and wakes up.]",The Vault
Jake," How you doin', buddy?",The Vault
Finn, The past was to be reckoned with.,The Vault
Jake, That's cool. Whachu' gonna do about it?,The Vault
Action," [Finn goes to the telephone, and starts dialing.]",The Vault
Princess Bubblegum," [In German] Hallo, Bubblegum hier... [in English] atonement? Alright, Finn, I'm on my way.",The Vault
Action," [Finn puts the telephone down, and remembers one last scene from The Vault.]",The Vault
Action," [A horribly mutated version of Shoko pops out of the river, scaring her tiger away. She leaves her mechanical arm behind, while crawling towards a hill. She rests on a tree sapling, with the amulet in hand.]",The Vault
Shoko, Ahhh... look at that. I got a new arm. That would be cool if I weren't about hit my reset button...,The Vault
Action," [Shoko lays her head on the ground, and the scene pans out to show the sunrise. It then switches to Finn's Tree Fort. Princess Bubblegum is shown entering Finn's house.]",The Vault
Finn," Hey, hey. This way.",The Vault
Action, [Finn and Princess Bubblegum walk towards the end of the kitchen. Finn flips over the oven.,The Vault
Jake," What was th—aww, no. [covers himself with his blanket] Dog-drangit, Finn...",The Vault
Action," [Finn breaks open the wooden planks on the floor, revealing the same ghostly Shoko from before, who gives Finn the amulet.]",The Vault
Finn," Okay, here you go.",The Vault
Action, [Finn gives Princess Bubblegum the amulet.],The Vault
Princess Bubblegum," Whoa, what?! My amulet?! Wait a second... [gasps] Is that...?",The Vault
Finn," It's me, Shoko! And PB, you're like a bazillion years old. You're not freaking nineteen! What the heck?!",The Vault
Action," [Princess Bubblegum gives a small, half-hearted laugh.]",The Vault
Finn, Weirdo.,The Vault
Action," [Shoko gives Finn a thumbs up, no longer in her ghostly, mutated form.]",The Vault
Finn, Heh. My vault feels lighter.,The Vault
Action," [The episode begins in the Tree Fort, where Finn, Jake, and BMO are recording something next to a shower curtain.]",Love Games
Jake," If I hear another peep, there's gonna be trouble! Final warning. Okay, go ahead, BMO.",Love Games
Action," [BMO hits a button, causing some music to play.]",Love Games
Jake," Okay, welcome back to the program. We're talkin' with our special guest, Finn the Human.",Love Games
Finn, Hello.,Love Games
Action," [BMO hits a button, making an applause sound effect.]",Love Games
Jake," Now, Finn, before the break, you were sayin' somethin' interesting—that you're gettin' outta the romance biz. So, what happened?",Love Games
Finn," Well, I don't want to bore your listeners...",Love Games
Action, [BMO plays applause sound effect.],Love Games
Finn, But let's just say the time has come to stop dating princesses... and return to savin' 'em.,Love Games
Jake," And you're not just sayin' that to, uh—[someone knocks on the door several times] [Jake talks over it] make yourself seem more attractive?",Love Games
Finn," Yeah, of course. No games goin' on here.",Love Games
Action, [Knocking continues.],Love Games
Jake," Hold on, hold on. [takes off headphones] What's that noise?",Love Games
BMO, I think someone's knocking at the door.,Love Games
Jake, Can you see who it is?,Love Games
BMO," Yes, Jake.",Love Games
Jake," So, it's goin' pretty good, huh?",Love Games
Finn," Yeah, but maybe we should stop talking about this ""love"" junk and get back to adventuring.",Love Games
Slime Princess, Finn! Jake! I need your help; it's an emergency! [cries],Love Games
Finn," Now we're talkin'! Don't cry, Slime Princess. We're at your service.",Love Games
Slime Princess, I need Finn to marry me.,Love Games
Action, [Finn's mouth opens as BMO plays a bleating sound effect.],Love Games
Finn," I'm sorry, SP, but I've given up the dating scene.",Love Games
Slime Princess," You don't understand. If I don't get a husband, I'll lose my kingdom.",Love Games
Ice King, [pulls back shower curtain] I'll do it!,Love Games
Jake, What did I tell you?!,Love Games
Action," [Ice King puts the shower curtain back, and BMO plays a laugh track.]",Love Games
Slime Princess, Please let me explain.,Love Games
Action, [Flashback begins.],Love Games
Slime Princess," Recently, my much hotter younger sister, Blargetha, married a Slime rogue named Guillermo. As a result, Elder Plops decreed that if I was not married by tomorrow, rule of the Slime Kingdom would pass to my sister...",Love Games
Action, [Flashback ends.],Love Games
Slime Princess," ...which I'd be, like, totally fine with...",Love Games
Action, [Flashback resumes.],Love Games
Slime Princess," Except, I recently discovered they are both evil. Evil to the core! They plan to militarize the kingdom and begin a campaign of aggressive conquest, [Tanks roll over the Hot Dog Kingdom.] sacking our neighboring kingdoms, [Slime People fill a sack with treasure.] stealing their resources, [Blargetha stands atop a Gumball Guardian] and eventually taking over the entire world! [The Gumball Guardians spray slime all over the Candy Kingdom.]",Love Games
Action, [Flashback ends.],Love Games
Jake, Ew.,Love Games
Slime Princess," Finn, this will happen unless someone marries me.",Love Games
Finn, No.,Love Games
Ice King, [pulling back curtain slightly] Psst! [points to himself],Love Games
Jake, Hmm!,Love Games
Action, [Ice King replaces the curtain.],Love Games
Slime Princess," Please, Finn. I know I've crushed on you in the past, but I have no intention of locking this down. Our marriage will be in name only.",Love Games
Finn, Hmmm...,Love Games
Action, [They leave the Tree Fort.],Love Games
Jake," [running after them] Wait, I'm coming, too! I'm gonna eat popcorn and make hilarious jokes. [empties the last kernel from his bag into his hand] Aw, who ate all my popcorn?",Love Games
Action, [Scene cuts back to the Tree Fort.],Love Games
Ice King," [eating popcorn] You call this a room? There's not even a window. Oh, wait. Are we rolling?",Love Games
Action," [Scene cuts back to Finn and Jake, who are walking through the Bad Lands. Jake has shrunken himself and is sitting on Finn's shoulder.]",Love Games
Jake," [munching popcorn] How much farther? This popcorn's not gonna last all day. [shrinks] Alright, now it might.",Love Games
Slime Princess, We're here. [They have arrived at a bubbling cesspool of slime.] Welcome to my little oasis in the wasteland.,Love Games
Jake," Oasis? More like, ""No way, sis!"" [laughs]",Love Games
Action," [Slime Princess and Finn walk into the slime, and they begin to sink.]",Love Games
Finn, Huh?,Love Games
Jake, [gasps] [climbs into Finn's mouth],Love Games
Action," [They drop down into the Slime Kingdom, covered in a coat of slime.]",Love Games
Finn," Whoa! This is amazing! You okay, buddy?",Love Games
Jake," You could say I got out of there [Finn lifts him out of his mouth with his tongue] in the ""lick"" of time. Zing!",Love Games
Slime Princess, Quickly. We're already late. [leads them to a colorful building with dance music playing inside] This is the most important place in the kingdom.,Love Games
Finn, The royal palace?,Love Games
Slime Princess," No, it's where me and all my main splurts hang out. Hi, girls!",Love Games
Slime People, Hi!,Love Games
Action, [Tree Trunks and Mr. Pig are dancing nearby.],Love Games
Finn," Tree Trunks and Mr. Pig, what are you doing here?",Love Games
Tree Trunks," Oh, we always come here when we want to shake it, Finn. It's the only triple cray-rated disco in all of Ooo.",Love Games
Action," [Finn, Jake, and Slime Princess enter another building. Finn dries his hair after removing the slime.]",Love Games
Slime Princess," Get your face pretty, Finn. My people are already assembled in the courtyard. [walks onto balcony above a crowd of Slime People] [clears throat] Greetings, loyal slimejects!",Love Games
Slime People, [cheer],Love Games
Slime Princess," I would like to introduce my new husband, [Finn enters] Finn the Human!",Love Games
Slime People, [cheer],Love Games
Slime Princess, [to Finn] What did I tell you? Piece of cake.,Love Games
Blargetha," Attention, my loyal slimejects!",Love Games
Action," [On a balcony on the opposite side of the room, Blargetha appears.]",Love Games
Slime Princess," [gasps] It's Blargetha. [A mustached Slime Person in a hat pops up beside her.] And that's the mysterious Guillermo. He hails from a faraway, much more somber Slime Kingdom where people have strange customs and no love in their eyes. Their discos aren't even rated one cray.",Love Games
Blargetha," My husband would like to say something. And, uh, he would, too, if not for his extremely sore throat. So I will say it for him. We challenge you to the Trials of Glarb.",Love Games
Slime People, [gasp],Love Games
Slime Princess, I object! Ancient traditions such as the Trials of Glarb are no longer relevant in our modern self-indulgent society.,Love Games
Elder Plops," [entering on a third balcony] Order, order! I demand order. I, Elder Plops, being the coolest guy in the room, will settle this dispute. The matter will be settled on the battleground...",Love Games
Finn, Alright!,Love Games
Elder Plops, ...the battleground of love.,Love Games
Finn, Aw.,Love Games
Elder Plops, The couple that I deem most truly in love shall rule the Slime Kingdom for life. [taps scepter] Plops out. [exits balcony],Love Games
Finn, [sighs],Love Games
Jake," This is, like, the opposite of what you wanted.",Love Games
Action, [Scene cuts to the four contestants and Elder Plops standing on a dock with two swan boats in a lagoon.],Love Games
